"No.","Time","Source","Destination","Protocol","Length","Leftover Capture Data","HID Data","Info"
"3877","105.379003","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"3879","105.381003","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"3881","105.382004","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"3883","105.383003","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"3885","105.384004","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"3887","105.386004","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"3889","105.387004","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"3891","105.389004","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"3893","105.391004","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"3895","105.393004","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"3897","105.395004","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"3899","105.399004","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"3901","105.400004","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"3903","105.478008","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"3905","105.480007","7.3.1","host","USB","72","","0000010000000000","URB_INTERRUPT in"
"3907","105.483006","7.3.1","host","USB","72","","0000010001000000","URB_INTERRUPT in"
"3909","105.484007","7.3.1","host","USB","72","","0000010000000000","URB_INTERRUPT in"
"3911","105.486007","7.3.1","host","USB","72","","0000010000000000","URB_INTERRUPT in"
"3913","105.487007","7.3.1","host","USB","72","","0000010001000000","URB_INTERRUPT in"
"3915","105.488007","7.3.1","host","USB","72","","0000010000000000","URB_INTERRUPT in"
"3917","105.489007","7.3.1","host","USB","72","","0000010001000000","URB_INTERRUPT in"
"3919","105.490007","7.3.1","host","USB","72","","0000010000000000","URB_INTERRUPT in"
"3921","105.491007","7.3.1","host","USB","72","","0000010001000000","URB_INTERRUPT in"
"3923","105.492007","7.3.1","host","USB","72","","0000010000000000","URB_INTERRUPT in"
"3925","105.493007","7.3.1","host","USB","72","","0000010001000000","URB_INTERRUPT in"
"3927","105.494007","7.3.1","host","USB","72","","0000020000000000","URB_INTERRUPT in"
"3929","105.495007","7.3.1","host","USB","72","","0000020001000000","URB_INTERRUPT in"
"3931","105.496007","7.3.1","host","USB","72","","0000020001000000","URB_INTERRUPT in"
"3933","105.497007","7.3.1","host","USB","72","","0000010000000000","URB_INTERRUPT in"
"3935","105.498007","7.3.1","host","USB","72","","0000020001000000","URB_INTERRUPT in"
"3937","105.499007","7.3.1","host","USB","72","","0000030001000000","URB_INTERRUPT in"
"3939","105.500007","7.3.1","host","USB","72","","0000020001000000","URB_INTERRUPT in"
"3941","105.501007","7.3.1","host","USB","72","","0000020000000000","URB_INTERRUPT in"
"3943","105.502007","7.3.1","host","USB","72","","0000030002000000","URB_INTERRUPT in"
"3945","105.503007","7.3.1","host","USB","72","","0000020001000000","URB_INTERRUPT in"
"3947","105.504007","7.3.1","host","USB","72","","0000030001000000","URB_INTERRUPT in"
"3949","105.505007","7.3.1","host","USB","72","","0000030001000000","URB_INTERRUPT in"
"3951","105.506008","7.3.1","host","USB","72","","0000030002000000","URB_INTERRUPT in"
"3953","105.507008","7.3.1","host","USB","72","","0000030001000000","URB_INTERRUPT in"
"3955","105.508008","7.3.1","host","USB","72","","0000030002000000","URB_INTERRUPT in"
"3957","105.509008","7.3.1","host","USB","72","","0000010001000000","URB_INTERRUPT in"
"3959","105.510008","7.3.1","host","USB","72","","0000040001000000","URB_INTERRUPT in"
"3961","105.511007","7.3.1","host","USB","72","","0000030001000000","URB_INTERRUPT in"
"3963","105.512008","7.3.1","host","USB","72","","0000030002000000","URB_INTERRUPT in"
"3965","105.513008","7.3.1","host","USB","72","","0000030001000000","URB_INTERRUPT in"
"3967","105.514007","7.3.1","host","USB","72","","0000030001000000","URB_INTERRUPT in"
"3969","105.515008","7.3.1","host","USB","72","","0000030002000000","URB_INTERRUPT in"
"3971","105.516008","7.3.1","host","USB","72","","0000030001000000","URB_INTERRUPT in"
"3973","105.517008","7.3.1","host","USB","72","","0000030002000000","URB_INTERRUPT in"
"3975","105.518008","7.3.1","host","USB","72","","0000030001000000","URB_INTERRUPT in"
"3977","105.519008","7.3.1","host","USB","72","","0000040003000000","URB_INTERRUPT in"
"3979","105.520008","7.3.1","host","USB","72","","0000010000000000","URB_INTERRUPT in"
"3981","105.521008","7.3.1","host","USB","72","","0000030002000000","URB_INTERRUPT in"
"3983","105.522008","7.3.1","host","USB","72","","0000020001000000","URB_INTERRUPT in"
"3985","105.523008","7.3.1","host","USB","72","","0000020001000000","URB_INTERRUPT in"
"3987","105.524008","7.3.1","host","USB","72","","0000020002000000","URB_INTERRUPT in"
"3989","105.525008","7.3.1","host","USB","72","","0000020001000000","URB_INTERRUPT in"
"3991","105.526008","7.3.1","host","USB","72","","0000020001000000","URB_INTERRUPT in"
"3993","105.527008","7.3.1","host","USB","72","","0000020001000000","URB_INTERRUPT in"
"3995","105.528008","7.3.1","host","USB","72","","0000010001000000","URB_INTERRUPT in"
"3997","105.529008","7.3.1","host","USB","72","","0000010001000000","URB_INTERRUPT in"
"3999","105.530008","7.3.1","host","USB","72","","0000020002000000","URB_INTERRUPT in"
"4001","105.531009","7.3.1","host","USB","72","","0000010001000000","URB_INTERRUPT in"
"4003","105.532008","7.3.1","host","USB","72","","0000010001000000","URB_INTERRUPT in"
"4005","105.533008","7.3.1","host","USB","72","","0000010001000000","URB_INTERRUPT in"
"4007","105.534009","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"4009","105.535009","7.3.1","host","USB","72","","0000010001000000","URB_INTERRUPT in"
"4011","105.536008","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"4013","105.537008","7.3.1","host","USB","72","","0000010002000000","URB_INTERRUPT in"
"4015","105.538008","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"4017","105.540009","7.3.1","host","USB","72","","0000000002000000","URB_INTERRUPT in"
"4019","105.541009","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"4021","105.542009","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"4023","105.543009","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"4025","105.544009","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"4027","105.545009","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"4029","105.546009","7.3.1","host","USB","72","","0000000002000000","URB_INTERRUPT in"
"4031","105.547009","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"4033","105.548009","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"4035","105.549009","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"4037","105.550009","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"4039","105.551009","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"4041","105.552009","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"4043","105.553009","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"4045","105.554009","7.3.1","host","USB","72","","0000feff01000000","URB_INTERRUPT in"
"4047","105.555009","7.3.1","host","USB","72","","0000000002000000","URB_INTERRUPT in"
"4049","105.556009","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"4051","105.557009","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"4053","105.558009","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"4055","105.559010","7.3.1","host","USB","72","","0000feff02000000","URB_INTERRUPT in"
"4057","105.560009","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"4059","105.561009","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"4061","105.562010","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"4063","105.563010","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"4065","105.564010","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"4067","105.565010","7.3.1","host","USB","72","","0000feff01000000","URB_INTERRUPT in"
"4069","105.566010","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"4071","105.567010","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"4073","105.568010","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"4075","105.569010","7.3.1","host","USB","72","","0000feff01000000","URB_INTERRUPT in"
"4077","105.570010","7.3.1","host","USB","72","","0000ffff02000000","URB_INTERRUPT in"
"4079","105.571010","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"4081","105.572010","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"4083","105.573010","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"4085","105.574010","7.3.1","host","USB","72","","0000feff02000000","URB_INTERRUPT in"
"4087","105.575010","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"4089","105.576010","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"4091","105.577010","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"4093","105.578010","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"4095","105.579010","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"4097","105.581010","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"4099","105.582010","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"4101","105.583010","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"4103","105.584010","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"4105","105.586010","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"4107","105.588010","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"4109","105.591010","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"4111","105.592010","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"4113","105.677014","7.3.1","host","USB","72","","0000010000000000","URB_INTERRUPT in"
"4115","105.678013","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"4117","105.679012","7.3.1","host","USB","72","","0000010000000000","URB_INTERRUPT in"
"4119","105.681012","7.3.1","host","USB","72","","0000010000000000","URB_INTERRUPT in"
"4121","105.682013","7.3.1","host","USB","72","","0000010001000000","URB_INTERRUPT in"
"4123","105.683012","7.3.1","host","USB","72","","0000010000000000","URB_INTERRUPT in"
"4125","105.684012","7.3.1","host","USB","72","","0000010001000000","URB_INTERRUPT in"
"4127","105.685012","7.3.1","host","USB","72","","0000010000000000","URB_INTERRUPT in"
"4129","105.686012","7.3.1","host","USB","72","","0000010000000000","URB_INTERRUPT in"
"4131","105.687013","7.3.1","host","USB","72","","0000010001000000","URB_INTERRUPT in"
"4133","105.688012","7.3.1","host","USB","72","","0000010000000000","URB_INTERRUPT in"
"4135","105.689013","7.3.1","host","USB","72","","0000010001000000","URB_INTERRUPT in"
"4137","105.690013","7.3.1","host","USB","72","","0000010000000000","URB_INTERRUPT in"
"4139","105.691013","7.3.1","host","USB","72","","0000010001000000","URB_INTERRUPT in"
"4141","105.692012","7.3.1","host","USB","72","","0000010000000000","URB_INTERRUPT in"
"4143","105.693013","7.3.1","host","USB","72","","0000010001000000","URB_INTERRUPT in"
"4145","105.694013","7.3.1","host","USB","72","","0000010000000000","URB_INTERRUPT in"
"4147","105.695013","7.3.1","host","USB","72","","0000010001000000","URB_INTERRUPT in"
"4149","105.696013","7.3.1","host","USB","72","","0000010000000000","URB_INTERRUPT in"
"4151","105.698013","7.3.1","host","USB","72","","0000010001000000","URB_INTERRUPT in"
"4153","105.700013","7.3.1","host","USB","72","","0000010001000000","URB_INTERRUPT in"
"4155","105.702013","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"4157","105.704013","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"4159","105.706013","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"4161","105.708015","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"4163","105.709013","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"4165","105.710014","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"4167","105.712013","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"4169","105.713013","7.3.1","host","USB","72","","0000feff01000000","URB_INTERRUPT in"
"4171","105.714014","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"4173","105.715014","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"4175","105.716014","7.3.1","host","USB","72","","0000feff01000000","URB_INTERRUPT in"
"4177","105.717014","7.3.1","host","USB","72","","0000fdff00000000","URB_INTERRUPT in"
"4179","105.718014","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"4181","105.719014","7.3.1","host","USB","72","","0000fdff01000000","URB_INTERRUPT in"
"4183","105.721014","7.3.1","host","USB","72","","0000fdff00000000","URB_INTERRUPT in"
"4185","105.722014","7.3.1","host","USB","72","","0000fdff00000000","URB_INTERRUPT in"
"4187","105.723014","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"4189","105.724014","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"4191","105.725014","7.3.1","host","USB","72","","0000fdff00000000","URB_INTERRUPT in"
"4193","105.726014","7.3.1","host","USB","72","","0000fdff00000000","URB_INTERRUPT in"
"4195","105.727014","7.3.1","host","USB","72","","0000fdff00000000","URB_INTERRUPT in"
"4197","105.728014","7.3.1","host","USB","72","","0000fdff00000000","URB_INTERRUPT in"
"4199","105.729014","7.3.1","host","USB","72","","0000fdff00000000","URB_INTERRUPT in"
"4201","105.730014","7.3.1","host","USB","72","","0000fdff00000000","URB_INTERRUPT in"
"4203","105.731014","7.3.1","host","USB","72","","0000fdff00000000","URB_INTERRUPT in"
"4205","105.732014","7.3.1","host","USB","72","","0000fdff00000000","URB_INTERRUPT in"
"4207","105.733014","7.3.1","host","USB","72","","0000fdff00000000","URB_INTERRUPT in"
"4209","105.734014","7.3.1","host","USB","72","","0000fdff00000000","URB_INTERRUPT in"
"4211","105.735014","7.3.1","host","USB","72","","0000fdff00000000","URB_INTERRUPT in"
"4213","105.736015","7.3.1","host","USB","72","","0000fdff00000000","URB_INTERRUPT in"
"4215","105.737015","7.3.1","host","USB","72","","0000fdffffff0000","URB_INTERRUPT in"
"4217","105.738015","7.3.1","host","USB","72","","0000fcffffff0000","URB_INTERRUPT in"
"4219","105.739015","7.3.1","host","USB","72","","0000fdffffff0000","URB_INTERRUPT in"
"4221","105.740015","7.3.1","host","USB","72","","0000fdffffff0000","URB_INTERRUPT in"
"4223","105.741015","7.3.1","host","USB","72","","0000fdffffff0000","URB_INTERRUPT in"
"4225","105.742015","7.3.1","host","USB","72","","0000fcffffff0000","URB_INTERRUPT in"
"4227","105.743015","7.3.1","host","USB","72","","0000fdfffeff0000","URB_INTERRUPT in"
"4229","105.744015","7.3.1","host","USB","72","","0000fcffffff0000","URB_INTERRUPT in"
"4231","105.745015","7.3.1","host","USB","72","","0000fdfffeff0000","URB_INTERRUPT in"
"4233","105.746015","7.3.1","host","USB","72","","0000fcfffeff0000","URB_INTERRUPT in"
"4235","105.747015","7.3.1","host","USB","72","","0000fdfffeff0000","URB_INTERRUPT in"
"4237","105.748015","7.3.1","host","USB","72","","0000fcfffeff0000","URB_INTERRUPT in"
"4239","105.749015","7.3.1","host","USB","72","","0000fcffffff0000","URB_INTERRUPT in"
"4241","105.750015","7.3.1","host","USB","72","","0000fcfffdff0000","URB_INTERRUPT in"
"4243","105.751015","7.3.1","host","USB","72","","0000fcfffeff0000","URB_INTERRUPT in"
"4245","105.752015","7.3.1","host","USB","72","","0000fcfffeff0000","URB_INTERRUPT in"
"4247","105.753015","7.3.1","host","USB","72","","0000fcfffdff0000","URB_INTERRUPT in"
"4249","105.754015","7.3.1","host","USB","72","","0000fcfffdff0000","URB_INTERRUPT in"
"4251","105.755015","7.3.1","host","USB","72","","0000fbfffdff0000","URB_INTERRUPT in"
"4253","105.756015","7.3.1","host","USB","72","","0000fcfffeff0000","URB_INTERRUPT in"
"4255","105.757016","7.3.1","host","USB","72","","0000fcfffcff0000","URB_INTERRUPT in"
"4257","105.758017","7.3.1","host","USB","72","","0000fafffcff0000","URB_INTERRUPT in"
"4259","105.759015","7.3.1","host","USB","72","","0000fbfffdff0000","URB_INTERRUPT in"
"4261","105.760015","7.3.1","host","USB","72","","0000fcfffdff0000","URB_INTERRUPT in"
"4263","105.761015","7.3.1","host","USB","72","","0000fbfffcff0000","URB_INTERRUPT in"
"4265","105.762014","7.3.1","host","USB","72","","0000fefffeff0000","URB_INTERRUPT in"
"4267","105.763015","7.3.1","host","USB","72","","0000fbfffcff0000","URB_INTERRUPT in"
"4269","105.764015","7.3.1","host","USB","72","","0000fbfffdff0000","URB_INTERRUPT in"
"4271","105.765016","7.3.1","host","USB","72","","0000fbfffcff0000","URB_INTERRUPT in"
"4273","105.766015","7.3.1","host","USB","72","","0000fbfffdff0000","URB_INTERRUPT in"
"4275","105.767014","7.3.1","host","USB","72","","0000fcfffdff0000","URB_INTERRUPT in"
"4277","105.768014","7.3.1","host","USB","72","","0000fbfffcff0000","URB_INTERRUPT in"
"4279","105.769014","7.3.1","host","USB","72","","0000fbfffcff0000","URB_INTERRUPT in"
"4281","105.770015","7.3.1","host","USB","72","","0000f7fff9ff0000","URB_INTERRUPT in"
"4283","105.771015","7.3.1","host","USB","72","","0000fafffcff0000","URB_INTERRUPT in"
"4285","105.772015","7.3.1","host","USB","72","","0000fbfffcff0000","URB_INTERRUPT in"
"4287","105.773015","7.3.1","host","USB","72","","0000fafffcff0000","URB_INTERRUPT in"
"4289","105.774016","7.3.1","host","USB","72","","0000fbfffcff0000","URB_INTERRUPT in"
"4291","105.775017","7.3.1","host","USB","72","","0000fafffcff0000","URB_INTERRUPT in"
"4293","105.776015","7.3.1","host","USB","72","","0000fafffbff0000","URB_INTERRUPT in"
"4295","105.777015","7.3.1","host","USB","72","","0000f8fffbff0000","URB_INTERRUPT in"
"4297","105.778015","7.3.1","host","USB","72","","0000f9fffbff0000","URB_INTERRUPT in"
"4299","105.779015","7.3.1","host","USB","72","","0000fafffcff0000","URB_INTERRUPT in"
"4301","105.780015","7.3.1","host","USB","72","","0000fcfffdff0000","URB_INTERRUPT in"
"4303","105.781015","7.3.1","host","USB","72","","0000fafffcff0000","URB_INTERRUPT in"
"4305","105.782015","7.3.1","host","USB","72","","0000f9fffcff0000","URB_INTERRUPT in"
"4307","105.783015","7.3.1","host","USB","72","","0000f9fffbff0000","URB_INTERRUPT in"
"4309","105.784015","7.3.1","host","USB","72","","0000f4fffaff0000","URB_INTERRUPT in"
"4311","105.785017","7.3.1","host","USB","72","","0000f9fffbff0000","URB_INTERRUPT in"
"4313","105.786015","7.3.1","host","USB","72","","0000f8fffcff0000","URB_INTERRUPT in"
"4315","105.787016","7.3.1","host","USB","72","","0000fafffdff0000","URB_INTERRUPT in"
"4317","105.788017","7.3.1","host","USB","72","","0000f8fffbff0000","URB_INTERRUPT in"
"4319","105.789015","7.3.1","host","USB","72","","0000f8fffcff0000","URB_INTERRUPT in"
"4321","105.790015","7.3.1","host","USB","72","","0000fdfffeff0000","URB_INTERRUPT in"
"4323","105.791015","7.3.1","host","USB","72","","0000f7fffcff0000","URB_INTERRUPT in"
"4325","105.792015","7.3.1","host","USB","72","","0000f3fff9ff0000","URB_INTERRUPT in"
"4327","105.793015","7.3.1","host","USB","72","","0000f7fffcff0000","URB_INTERRUPT in"
"4329","105.794015","7.3.1","host","USB","72","","0000f4fffaff0000","URB_INTERRUPT in"
"4331","105.795015","7.3.1","host","USB","72","","0000f7fffcff0000","URB_INTERRUPT in"
"4333","105.796015","7.3.1","host","USB","72","","0000f7fffcff0000","URB_INTERRUPT in"
"4335","105.797015","7.3.1","host","USB","72","","0000fcfffdff0000","URB_INTERRUPT in"
"4337","105.798016","7.3.1","host","USB","72","","0000f6fffcff0000","URB_INTERRUPT in"
"4339","105.799015","7.3.1","host","USB","72","","0000f5fffbff0000","URB_INTERRUPT in"
"4341","105.800017","7.3.1","host","USB","72","","0000f8fffeff0000","URB_INTERRUPT in"
"4343","105.801017","7.3.1","host","USB","72","","0000f1fff9ff0000","URB_INTERRUPT in"
"4345","105.802016","7.3.1","host","USB","72","","0000f5fffbff0000","URB_INTERRUPT in"
"4347","105.803016","7.3.1","host","USB","72","","0000f8fffdff0000","URB_INTERRUPT in"
"4349","105.804016","7.3.1","host","USB","72","","0000f5fffcff0000","URB_INTERRUPT in"
"4351","105.805016","7.3.1","host","USB","72","","0000f1fffaff0000","URB_INTERRUPT in"
"4353","105.806016","7.3.1","host","USB","72","","0000fbfffeff0000","URB_INTERRUPT in"
"4355","105.807018","7.3.1","host","USB","72","","0000f1fffbff0000","URB_INTERRUPT in"
"4357","105.808016","7.3.1","host","USB","72","","0000f5fffbff0000","URB_INTERRUPT in"
"4359","105.809016","7.3.1","host","USB","72","","0000fcffffff0000","URB_INTERRUPT in"
"4361","105.810016","7.3.1","host","USB","72","","0000f0fffaff0000","URB_INTERRUPT in"
"4363","105.811016","7.3.1","host","USB","72","","0000f4fffcff0000","URB_INTERRUPT in"
"4365","105.812016","7.3.1","host","USB","72","","0000f9fffdff0000","URB_INTERRUPT in"
"4367","105.813017","7.3.1","host","USB","72","","0000effffbff0000","URB_INTERRUPT in"
"4369","105.814017","7.3.1","host","USB","72","","0000edfff9ff0000","URB_INTERRUPT in"
"4371","105.815017","7.3.1","host","USB","72","","0000f3fffcff0000","URB_INTERRUPT in"
"4373","105.816016","7.3.1","host","USB","72","","0000fdffffff0000","URB_INTERRUPT in"
"4375","105.817016","7.3.1","host","USB","72","","0000ecfff9ff0000","URB_INTERRUPT in"
"4377","105.818017","7.3.1","host","USB","72","","0000f0fffcff0000","URB_INTERRUPT in"
"4379","105.819016","7.3.1","host","USB","72","","0000f3fffcff0000","URB_INTERRUPT in"
"4381","105.820016","7.3.1","host","USB","72","","0000f9fffeff0000","URB_INTERRUPT in"
"4383","105.821016","7.3.1","host","USB","72","","0000f0fffbff0000","URB_INTERRUPT in"
"4385","105.822016","7.3.1","host","USB","72","","0000ecfffaff0000","URB_INTERRUPT in"
"4387","105.823016","7.3.1","host","USB","72","","0000f4fffcff0000","URB_INTERRUPT in"
"4389","105.824016","7.3.1","host","USB","72","","0000effffcff0000","URB_INTERRUPT in"
"4391","105.825016","7.3.1","host","USB","72","","0000f9fffeff0000","URB_INTERRUPT in"
"4393","105.826016","7.3.1","host","USB","72","","0000effffbff0000","URB_INTERRUPT in"
"4395","105.827017","7.3.1","host","USB","72","","0000ecfffaff0000","URB_INTERRUPT in"
"4397","105.828018","7.3.1","host","USB","72","","0000f4fffdff0000","URB_INTERRUPT in"
"4399","105.829016","7.3.1","host","USB","72","","0000effffcff0000","URB_INTERRUPT in"
"4401","105.830017","7.3.1","host","USB","72","","0000f9fffdff0000","URB_INTERRUPT in"
"4403","105.831017","7.3.1","host","USB","72","","0000f0fffcff0000","URB_INTERRUPT in"
"4405","105.832016","7.3.1","host","USB","72","","0000ecfffaff0000","URB_INTERRUPT in"
"4407","105.833017","7.3.1","host","USB","72","","0000effffcff0000","URB_INTERRUPT in"
"4409","105.834017","7.3.1","host","USB","72","","0000f4fffdff0000","URB_INTERRUPT in"
"4411","105.835017","7.3.1","host","USB","72","","0000edfffaff0000","URB_INTERRUPT in"
"4413","105.836018","7.3.1","host","USB","72","","0000fbffffff0000","URB_INTERRUPT in"
"4415","105.837017","7.3.1","host","USB","72","","0000edfffaff0000","URB_INTERRUPT in"
"4417","105.838017","7.3.1","host","USB","72","","0000effffcff0000","URB_INTERRUPT in"
"4419","105.839017","7.3.1","host","USB","72","","0000ecfffbff0000","URB_INTERRUPT in"
"4421","105.840018","7.3.1","host","USB","72","","0000f0fffcff0000","URB_INTERRUPT in"
"4423","105.841019","7.3.1","host","USB","72","","0000f4fffcff0000","URB_INTERRUPT in"
"4425","105.842017","7.3.1","host","USB","72","","0000ebfffbff0000","URB_INTERRUPT in"
"4427","105.843017","7.3.1","host","USB","72","","0000f0fffbff0000","URB_INTERRUPT in"
"4429","105.844017","7.3.1","host","USB","72","","0000f8fffeff0000","URB_INTERRUPT in"
"4431","105.845017","7.3.1","host","USB","72","","0000f0fffcff0000","URB_INTERRUPT in"
"4433","105.846017","7.3.1","host","USB","72","","0000ecfffaff0000","URB_INTERRUPT in"
"4435","105.847019","7.3.1","host","USB","72","","0000f0fffcff0000","URB_INTERRUPT in"
"4437","105.848017","7.3.1","host","USB","72","","0000ebfffaff0000","URB_INTERRUPT in"
"4439","105.849017","7.3.1","host","USB","72","","0000f0fffcff0000","URB_INTERRUPT in"
"4441","105.850017","7.3.1","host","USB","72","","0000f4fffcff0000","URB_INTERRUPT in"
"4443","105.851017","7.3.1","host","USB","72","","0000ecfffbff0000","URB_INTERRUPT in"
"4445","105.852017","7.3.1","host","USB","72","","0000f0fffbff0000","URB_INTERRUPT in"
"4447","105.853017","7.3.1","host","USB","72","","0000ecfffbff0000","URB_INTERRUPT in"
"4449","105.854018","7.3.1","host","USB","72","","0000fcffffff0000","URB_INTERRUPT in"
"4451","105.855019","7.3.1","host","USB","72","","0000ebfffaff0000","URB_INTERRUPT in"
"4453","105.856017","7.3.1","host","USB","72","","0000f1fffcff0000","URB_INTERRUPT in"
"4455","105.857017","7.3.1","host","USB","72","","0000ebfffaff0000","URB_INTERRUPT in"
"4457","105.858018","7.3.1","host","USB","72","","0000f1fffcff0000","URB_INTERRUPT in"
"4459","105.859018","7.3.1","host","USB","72","","0000ebfffaff0000","URB_INTERRUPT in"
"4461","105.860018","7.3.1","host","USB","72","","0000f1fffbff0000","URB_INTERRUPT in"
"4463","105.861018","7.3.1","host","USB","72","","0000f3fffdff0000","URB_INTERRUPT in"
"4465","105.862017","7.3.1","host","USB","72","","0000ecfffaff0000","URB_INTERRUPT in"
"4467","105.863018","7.3.1","host","USB","72","","0000effffbff0000","URB_INTERRUPT in"
"4469","105.864018","7.3.1","host","USB","72","","0000f9fffeff0000","URB_INTERRUPT in"
"4471","105.865018","7.3.1","host","USB","72","","0000f1fffcff0000","URB_INTERRUPT in"
"4473","105.866017","7.3.1","host","USB","72","","0000ebfffaff0000","URB_INTERRUPT in"
"4475","105.867020","7.3.1","host","USB","72","","0000f0fffbff0000","URB_INTERRUPT in"
"4477","105.868019","7.3.1","host","USB","72","","0000ebfffaff0000","URB_INTERRUPT in"
"4479","105.869018","7.3.1","host","USB","72","","0000f1fffcff0000","URB_INTERRUPT in"
"4481","105.870019","7.3.1","host","USB","72","","0000f3fffcff0000","URB_INTERRUPT in"
"4483","105.871020","7.3.1","host","USB","72","","0000e9fffaff0000","URB_INTERRUPT in"
"4485","105.872018","7.3.1","host","USB","72","","0000f5fffcff0000","URB_INTERRUPT in"
"4487","105.873018","7.3.1","host","USB","72","","0000f6fffdff0000","URB_INTERRUPT in"
"4489","105.874018","7.3.1","host","USB","72","","0000e9fff9ff0000","URB_INTERRUPT in"
"4491","105.875018","7.3.1","host","USB","72","","0000ecfffaff0000","URB_INTERRUPT in"
"4493","105.876018","7.3.1","host","USB","72","","0000effffcff0000","URB_INTERRUPT in"
